Code;Libellé;Date (M);Type;Types de notices(M);Usages (zones et sous zones) (M);Nom du référentiel;Nom_usage/web;Notes internes au document;Règle de contrôle;NORME Externe;Modalité de mise à jour;Valeur fixe;Responsable;Commentaire;CODE ou LISTE
821;21-août;22/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
822;22-août;23/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
823;23-août;24/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
824;24-août;25/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
825;25-août;26/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
826;26-août;27/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
827;27-août;28/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
828;28-août;29/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
829;29-août;30/04/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
830;30-août;01/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
831;31-août;02/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
09..;septembre;03/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
900;septembre;04/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
901;1er septembre;05/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
902;02-sept;06/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
903;03-sept;07/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
904;04-sept;08/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
905;05-sept;09/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
906;06-sept;10/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
907;07-sept;11/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
908;08-sept;12/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
909;09-sept;13/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
910;10-sept;14/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
911;11-sept;15/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
912;12-sept;16/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
913;13-sept;17/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
914;14-sept;18/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
915;15-sept;19/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
916;16-sept;20/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
917;17-sept;21/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
918;18-sept;22/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
919;19-sept;23/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
920;20-sept;24/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
921;21-sept;25/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
922;22-sept;26/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
923;23-sept;27/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
924;24-sept;28/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
925;25-sept;29/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
926;26-sept;30/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
927;27-sept;31/05/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
928;28-sept;01/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
929;29-sept;02/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
930;30-sept;03/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
10..;octobre;04/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1000;octobre;05/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1001;1er octobre;06/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1002;02-oct;07/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1003;03-oct;08/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1004;04-oct;09/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1005;05-oct;10/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1006;06-oct;11/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1007;07-oct;12/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1008;08-oct;13/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1009;09-oct;14/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1010;10-oct;15/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1011;11-oct;16/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1012;12-oct;17/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1013;13-oct;18/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1014;14-oct;19/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1015;15-oct;20/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1016;16-oct;21/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1017;17-oct;22/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1018;18-oct;23/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1019;19-oct;24/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1020;20-oct;25/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1021;21-oct;26/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1022;22-oct;27/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1023;23-oct;28/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1024;24-oct;29/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1025;25-oct;30/06/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1026;26-oct;01/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1027;27-oct;02/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1028;28-oct;03/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1029;29-oct;04/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1030;30-oct;05/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1031;31-oct;06/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
11..;novembre;07/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1100;novembre;08/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1101;1er novembre;09/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1102;02-nov;10/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1103;03-nov;11/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1104;04-nov;12/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1105;05-nov;13/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1106;06-nov;14/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1107;07-nov;15/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1108;08-nov;16/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1109;09-nov;17/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1110;10-nov;18/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1111;11-nov;19/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1112;12-nov;20/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1113;13-nov;21/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1114;14-nov;22/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1115;15-nov;23/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1116;16-nov;24/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1117;17-nov;25/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1118;18-nov;26/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1119;19-nov;27/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1120;20-nov;28/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1121;21-nov;29/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1122;22-nov;30/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1123;23-nov;31/07/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1124;24-nov;01/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1125;25-nov;02/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1126;26-nov;03/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1127;27-nov;04/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1128;28-nov;05/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1129;29-nov;06/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1130;30-nov;07/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
12..;décembre;08/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1200;décembre;09/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1201;1er décembre;10/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1202;02-déc;11/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1203;03-déc;12/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1204;04-déc;13/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1205;05-déc;14/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1206;06-déc;15/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1207;07-déc;16/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1208;08-déc;17/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1209;09-déc;18/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1210;10-déc;19/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1211;11-déc;20/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1212;12-déc;21/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1213;13-déc;22/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1214;14-déc;23/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1215;15-déc;24/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1216;16-déc;25/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1217;17-déc;26/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1218;18-déc;27/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1219;19-déc;28/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1220;20-déc;29/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1221;21-déc;30/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1222;22-déc;31/08/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1223;23-déc;01/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1224;24-déc;02/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1225;25-déc;03/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1226;26-déc;04/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1227;27-déc;05/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1228;28-déc;06/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1229;29-déc;07/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1230;30-déc;08/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1231;31-déc;09/09/2010;; ; B 140 $d;MoisJour;;;;;;;;;CODE
1;1;;;B;B 250 $u;Nombre;;;Range > 1201;;;;;;LISTE
#;Ne s'applique pas;;;B;B 008 pos. 36;Periodicite;;;;;;;;;CODE
?;périodicité inconnue;;;B;B 008 pos. 37;Periodicite;;;;;;;;;CODE
a;annuel;;;B;B 008 pos. 38;Periodicite;;;;;;;;;CODE
b;bimestriel (tous les deux mois);;;B;B 008 pos. 39;Periodicite;;;;;;;;;CODE
c;semi hebdomadaire (deux fois par semaine);;;B;B 008 pos. 40;Periodicite;;;;;;;;;CODE
d;quotidien;;;B;B 008 pos. 41;Periodicite;;;;;;;;;CODE
e;toutes les deux semaines;;;B;B 008 pos. 42;Periodicite;;;;;;;;;CODE
f;semestriel (tous les six mois);;;B;B 008 pos. 43;Periodicite;;;;;;;;;CODE
g;biennal (tous les deux ans);;;B;B 008 pos. 44;Periodicite;;;;;;;;;CODE
h;triennal (tous les trois ans);;;B;B 008 pos. 45;Periodicite;;;;;;;;;CODE
i;trois fois par semaine;;;B;B 008 pos. 46;Periodicite;;;;;;;;;CODE
j;trois fois par mois;;;B;B 008 pos. 47;Periodicite;;;;;;;;;CODE
k;irrégulier;;;B;B 008 pos. 48;Periodicite;;;;;;;;;CODE
m;mensuel;;;B;B 008 pos. 49;Periodicite;;;;;;;;;CODE
q;trimestriel (tous les trois mois);;;B;B 008 pos. 50;Periodicite;;;;;;;;;CODE
s;bi-mensuel (deux fois par mois);;;B;B 008 pos. 51;Periodicite;;;;;;;;;CODE
t;trois fois par an;;;B;B 008 pos. 52;Periodicite;;;;;;;;;CODE
w;hebdomadaire;;;B;B 008 pos. 53;Periodicite;;;;;;;;;CODE
z;autres périodicités;;;B;B 008 pos. 54;Periodicite;;;;;;;;;CODE
##;projection non mentionnée;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
aa;Aïtoff;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ab;gnomonique;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ac;azimutale équivalente de Lambert;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ad;orthographique;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ae;zénithale équidistante;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
af;stéréographique;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
au;azimutale de type inconnu ou non précisé;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ba;Gall;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bb;homalographique de Goode;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bc;cylindrique équivalente de Lambert;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bd;conforme de Mercator;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
be;Miller;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bf;Mollweide;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bg;sinusoïdale (Sanson-Flamsteed);;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bh;transverse de Mercator;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bi;Gauss;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
bu;cylindrique de type inconnu ou non précisé;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
ca;Albers;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
cb;Bonne;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
cc;conique conforme de Lambert;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
cp;polyconique modifiée de la Carte internationale du Monde au 1 000 000e;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
cu;conique de type inconnu ou non précisé;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
da;Amardillo de Raiz;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
db;en forme de papillon;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
dc;Eckert;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
dd;homolosine ou projection interrompue de Goode;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
de;conique conforme oblique bipolaire de Miller;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
df;Van der Grinten;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
dg;Dymaxion;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
dh;cordiforme;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
zz;autre projection;;Documents cartographiques;B;B 043 $b;Projections;;;;;;;;;CODE
238;Confessions de foi chrétiennes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264;Liturgie et rituel Églises chrétiennes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.015;Liturgie et rituel Églises orientales catholiques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.016 2;Liturgie et rituel Église arménienne;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.016 3;Liturgie et rituel Église jacobite syrienne;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.017 2;Liturgie et rituel Église copte (orthodoxe copte);;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.017 5;Liturgie et rituel Église éthiopienne (orthodoxe éthiopienne);;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.019;Liturgie et rituel Églises orthodoxes orientales;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.02;Liturgie et rituel Église catholique romaine;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.03;Liturgie et rituel Églises anglicanes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.04;Liturgie et rituel Églises luthériennes et calvinistes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.05;Liturgie et rituel Églises presbytériennes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.06;Liturgie et rituel Églises baptistes et adventistes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.07;Liturgie et rituel Églises méthodistes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
264.09;Liturgie et rituel autres confessions et sectes chrétiennes;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
270;Patrologie et assimilé;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
294.382;Livres et textes sacrés du bouddhisme et du brahmanisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
294.4;Livres et textes sacrés du jaïnisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
294.592;Livres et textes sacrés de l'hindouisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
294.6;Livres et textes sacrés du sikhisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
295;Livres et textes sacrés du zoroastrisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
296.1;Écrits juridiques rabbiniques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
296.12;Écrits talmudiques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
296.155;Écrits de la communaute de Qumran;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
296.16;Écrits cabalistiques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
296.45;Liturgie et prières du judaïsme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
297.38;Rituel et textes de prières de l'Islam;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
297.4;Textes du soufisme;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
299.31;Textes religieux de l'Égypte ancienne;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
340.5;Textes juridiques anciens;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
720;Architecture;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
730;Arts plastiques, sculpture;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
740;Dessin;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
750;Peinture;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
760;Arts graphiques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
770;Photographie;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
780;Musique;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
790;Arts du spectacle (sauf cinéma, radio, télévision);;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
791.4;Cinéma, radio, télévision;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
870.1;Littérature latine, période romaine jusque vers 499;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
870.2;Littérature latine, période pré-carolingienne, 500-749;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
870.3;Littérature latine, période médiévale, 750-1349;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
870.4;Littérature latine, période moderne, 1350-;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
880.1;Littérature grecque classique, période antique jusque vers 499;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
880.2;Littérature grecque moderne, période médiévale et byzantine, 500-1599;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
894.1;Littératures altaïques;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
896;Littératures africaines;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
897;Littératures indiennes de l'Amérique du Nord;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
898;Littératures indiennes de l'Amérique du Sud;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
940.1;Chroniques médiévales;;;A;A 628 $a;RegroupDewey;;;;;;;;;CODE
#;aucune indication du relief;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
a;courbes de niveau;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
b;estompage;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
c;teinte hypsométrique;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
d;hachures;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
e;sondes (bathymétrie);;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
f;courbes figuratives;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
g;points cotés;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
h;autres méthodes en couleurs;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
i;relief exprimé au moyen d'images en élévation ou en perspective;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
j;morphographie ou formes du terrain représentées selon leur type;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
k;isobathes (bathymétrie);;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
z;autres méthodes de représentation du relief;;Documents cartographiques;B;B 043 $a;RepreRelief;Représentation du relief ;;;;;;;;CODE
ALS;Base Aloès du CNLJ-JPL (2005-2014);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
ARS;Conversions rétrospectives de l'ARS (chargées entre 2005 et 2013);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
ASP;Conversions rétrospectives des ASP (chargées depuis 2004);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
BMO;Conversions rétrospectives de la BMO (chargées depuis 2011);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
CPL;Conversions rétrospectives des CPL (chargées depuis 2010);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
CRI;Conversion rétrospective des Imprimés (chargée entre 1997 et 2000);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
DAG;Base Daguerre-Images reproduites (2003-201.). Chargements partiels à partir de 2012;;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
DCP;Notices chargées pour la Coopération (à partir de 2014);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
EST;Conversions rétrospectives des EST (chargées depuis 2008);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
GEA;Base GEAC-Libre-accès (1992-2002);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
GMB;Notices chargées pour Gallica marque blanche (à partir de 2013);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
MMA;Conversions rétrospectives des MMA (chargées depuis 2008);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
MSO;Conversions rétrospectives des MSO (chargées depuis 2005);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
MSS;Conversions rétrospectives des MSS (chargées depuis 2005);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
MUS;Conversions rétrospectives de la MUS (chargées depuis 2007);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPA;Base BN-Opaline OPA-Cartes et plans (1987-2006);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPB;Base BN-Opaline OPB-Estampes et photographie (1988-2006);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPC;Base BN-Opaline OPC-Audiovisuel (1983-2002);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPD;Base BN-Opaline OPD-Musique (1991-2005);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPJ;Base BN-Opaline OPJ-Arts du spectacle (1995-2005);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPL;Base BN-Opale (1970-2002);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPP;Base BN-Opale Plus (chargements depuis 1997, saisie depuis 2002);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPR;Base BN-Opaline OPR-Conversion rétrospective de l'Audiovisuel (2000-2002);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
OPS;Base BN-Opaline OPS-Cinéma (1995-2005);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
RLR;Conversions rétrospectives de la RLR (chargées depuis 2013);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
SGE;Conversions rétrospectives de la SGE (chargées depuis 2012);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
SOA;Conversions rétrospectives en CNL (chargées depuis 2011);;;B;"B 917 $o
  B 998 $o
";SourceNum1;;;;;;;;;CODE
Do majeur;Do majeur;;;B;B 522 $g;TonaliteMode;;;;;;;;;LISTE
Do mineur;Do mineur;;;B;B 522 $g;TonaliteMode;;;;;;;;;LISTE
Do dièse majeur;Do dièse majeur;;;B;B 522 $g;TonaliteMode;;;;;;;;;LISTE
Do dièse mineur;Do dièse mineur;;;B;B 522 $g;TonaliteMode;;;;;;;;;LISTE
Ré bémol majeur;Ré bémol majeur;;;B;B 522 $g;TonaliteMode;;;;;;;;;LISTE
